Author,Description,Gener,title
unknown,"Awesome adventures inspired by the best-selling Pokemon X and Y video games! All your favorite Pokemon game characters jump out of the screen into the pages of this action-packed manga! X was a Pokemon Trainer child prodigy. But now he's depressed and hides in his room avoiding everyone-including his best friend Y. An attack on their hometown by Legendary Pokemon Xerneas and Yveltal, led by Team Flare, forces X outside... Now what?",Juvenile Fiction  ,"Pokemon X*Y, Vol. 9,  (English, Paperback, unknown)"
,,,
unknown,"Contributions by Kylie Cardell, Aaron Cometbus, Margaret Galvan, Sarah Hildebrand, Frederik Byrn Kohlert, Tahneer Oksman, Seamus O'Malley, Annie Mok, Dan Nadel, Natalie Pendergast, Sarah Richardson, Jessica Stark, and James Yeh In a self-reflexive way, Julie Doucet's and Gabrielle Bell's comics, though often autobiographical, defy easy categorization. In this volume, editors Tahneer Oksman and Seamus O'Malley regard Doucet's and Bell's art as actively feminist, not only because they offer women's perspectives, but because they do so by provocatively bringing up the complicated, multivalent frameworks of such engagements. While each artist has a unique perspective, style, and worldview, the essays in this book investigate their shared investments in formal innovation and experimentation, and in playing with questions of the autobiographical, the fantastic, and the spaces in between. Doucet is a Canadian underground cartoonist, known for her autobiographical works such as Dirty Plotte and My New York Diary. Meanwhile, Bell is a British American cartoonist best known for her intensely introspective semiautobiographical comics and graphic memoirs, such as the Lucky series and Cecil and Jordan in New York. By pairing Doucet alongside Bell, the book recognizes the significance of female networks, and the social and cultural connections, associations, and conditions that shape every work of art. In addition to original essays, this volume republishes interviews with the artists. By reading Doucet's and Bell's comics together in this volume housed in a series devoted to single-creator studies, the book shows how despite the importance of finding """"a place inside yourself"""" to create, this space seems always for better or worse a shared space culled from and subject to surrounding lives, experiences, and subjectivities.",Literary Criticism  ,"The Comics of Julie Doucet and Gabrielle Bell,  (English, Hardcover, unknown)"
,,,
Samios Jannis,"The unique behavior of the ""liquid state"", together with the richness of phenomena that are observed, render liquids particularly interesting for the scientific community. Note that the most important reactions in chemical and biological systems take place in solutions and liquid-like environments. Additionally, liquids are utilized for numerous industrial applications. It is for these reasons that the understanding of their properties at the molecular level is of foremost interest in many fields of science and engineering. What can be said with certainty is that both the experimental and theoretical studies of the liquid state have a long and rich history, so that one might suppose this to be essentially a solved problem. It should be emphasized, however, that although, for more than a century, the overall scientific effort has led to a considerable progress, our understanding of the properties of the liquid systems is still incomplete and there is still more to be explored. Basic reason for this is the ""many body"" character of the particle interactions in liquids and the lack of long-range order, which introduce in liquid state theory and existing simulation techniques a number of conceptual and technical problems that require specific approaches. Also, many of the elementary processes that take place in liquids, including molecular translational, rotational and vibrational motions (Trans. -Rot. -Vib. coupling), structural relaxation, energy dissipation and especially chemical changes in reactive systems occur at different and/or extremely short timescales.",Science  ,"Novel Approaches to the Structure and Dynamics of Liquids: Experiments, Theories and Simulations,  (English, Paperback, Samios Jannis)"
,,,
Lee Newton,"Disney Stories: Getting to Digital explores how Disney, the man and the company, used technological innovation to create characters and stories that engage audiences in many different media, in particular in Video Games and on the Internet. Drawing on Disney films from the twenties and thirties, as well as the writings of historians, screenwriters and producers, Disney Stories: Getting to Digital explains how new film and animation techniques, many developed by Disney, worked together to evolve character and content development and produce entertaining stories that riveted audiences. Through an insider's perspective of Disney's legendary creation process, the book closely examines how the Disney Company moved its stories into the digital world in the 1990s and the virtual, online communities of the 2000s. By embracing the digital era, Disney led storytelling and technological innovation by granting their audience the unique opportunity to take part in their creation process through their online games, including The Lion King Animated Story Book, Disney Blast and Toontown. Disney Stories: Getting to Digital is intended for Disney fans and current practitioners looking to study the creation process of one of the most famous animation studios in existence. Professors teaching courses in new media, animation and interactive storytelling will also find this book a valuable asset.",Computers  ,"Disney Stories,  (English, Paperback, Lee Newton)"
,,,
Robert J. C. Stead,,"9780344972195, 0344972194  ","The Homesteaders, a Novel of the Canadian West,  (English, Hardcover, Robert J. C. Stead)"
,,,
Caroline Gonda,"It has been argued that the eighteenth century witnessed a decline in paternal authority, and the emergence of more intimate, affectionate relationships between parent and child. In Reading Daughters' Fictions, Caroline Gonda draws on a wide range of novels and non-literary materials from the eighteenth and early nineteenth centuries, in order to examine changing representations of the father-daughter bond. She shows that heroine-centred novels, aimed at a predominantly female readership, had an important part to play in female socialization and the construction of heterosexuality, in which the father-daughter relationship had a central role. Contemporary diatribes against novels claimed that reading fiction produced rebellious daughters, fallen women, and nervous female wrecks. Gonda's study of novels of family life and courtship suggests that, far from corrupting the female reader, such fictions helped to maintain rather than undermine familial and social order.","9780521553957, 0521553954  ","Reading Daughters' Fictions 1709-1834: Novels and Society from Manley to Edgeworth (Cambridge Studies in Romanticism),  (English, Hardcover, Caroline Gonda)"
,,,
Austen Jane Austen,This is a pre-1923 historical reproduction that was curated for quality. Quality assurance was conducted on each of these books in an attempt to remove books with imperfections introduced by the digitization process. Though we have made best efforts - the books may have occasional errors that do not impede the reading experience. We believe this work is culturally important and have elected to bring the book back into print as part of our continuing commitment to the preservation of printed works worldwide.,History  ,"Emma: A Novel, Volume II,  (English, Paperback, Austen Jane Austen)"
,,,
Inokuma Tsubasa,"This work describes novel, effective hydrogen-bond (HB) donor catalysts based on a known bifunctional tertiary amine-thiourea, a privileged structure, which has been proven to be one of the most widely used organocatalysts. These HB donor catalysts derived from quinazoline and benzothiadiazine were initially synthesized as novel HB donors with their HB-donating abilities being measured by analytical methods. They were found to be effective for a variety of asymmetric transformations including Michael reactions of a, b-unsaturated imides and hydrazination reactions of 1,3-dicarbonyl compounds. Thiourea catalysts that have an additional functional group are also described. Specifically, thioureas that bear a hydroxyl group were synthesized and subsequently used as novel bifunctional organocatalysts for catalytic, asymmetric Petasis-type reactions involving organoboronic acids as nucleophiles. These addition reactions were difficult to achieve using existing organocatalysts. One of the developed catalytic methods can be applied to the synthesis of biologically interesting peptide-derived compounds possessing unnatural vinyl glycine moieties. These findings introduce new criteria required for the development of organocatalysts for asymmetric reactions, thus making a significant contribution to the field of organocatalysis.",Science  ,"Development of Novel Hydrogen-Bond Donor Catalysts,  (English, Paperback, Inokuma Tsubasa)"
